5,-0.90614,9.5148,-1.8307,0.03322,-0.28018,1.1127,-0.73131,0.58882,-0.44348,35.736,1
5,-0.83274,9.4914,-1.8317,0.40003,-0.45937,1.2455,-0.74747,0.5988,-0.43478,55.267,1
5,-0.85725,9.5032,-1.8315,0.19975,-0.20308,0.98074,-0.74141,0.57285,-0.44783,74.799,1
5,-0.86908,9.4913,-1.8066,-0.04572,0.0092997,0.97569,-0.7596,0.5509,-0.43913,94.33,1
5,-0.85725,9.5032,-1.8315,0.25983,-0.12761,0.79314,-0.75758,0.60279,-0.43913,113.86,1
5,-0.85713,9.4912,-1.8312,0.30314,0.10408,0.89513,-0.73939,0.57884,-0.43696,133.39,1
5,-0.86956,9.503,-1.8434,0.23942,0.3922,0.60765,-0.73737,0.60679,-0.43696,152.92,1
5,-0.85749,9.5152,-1.8439,0.21176,0.11704,0.74795,-0.74949,0.60279,-0.4413,172.45,1
5,-0.86944,9.5031,-1.8312,0.11716,0.45103,0.47349,-0.72929,0.58084,-0.43913,191.99,1
5,-0.86907,9.4791,-1.8185,0.15001,0.20788,0.6841,-0.74141,0.60878,-0.43696,211.52,1
5,-0.90614,9.5026,-1.8427,-0.23138,0.32453,0.45131,-0.75758,0.55489,-0.44565,231.05,1
5,-0.88163,9.503,-1.831,-0.31341,0.92239,0.45771,-0.73737,0.57884,-0.44565,250.58,1
5,-0.88139,9.4789,-1.8305,-0.068427,0.75902,0.7592,-0.73939,0.58683,-0.43696,270.11,1
5,-0.90626,9.5025,-1.8549,-0.3855,0.52725,0.92304,-0.74747,0.59681,-0.44565,289.64,1
5,-0.86932,9.5154,-1.8071,-0.062292,0.14554,0.8019,-0.72727,0.5988,-0.4413,309.17,1
5,-0.82056,9.5159,-1.8081,-0.1852,0.26916,1.0081,-0.73939,0.60279,-0.43261,328.7,1
5,-0.8692,9.4912,-1.8188,-0.27736,0.35971,0.94543,-0.74343,0.58084,-0.44565,348.24,1
5,-0.84432,9.4311,-1.8303,-0.27673,0.29702,0.81487,-0.73737,0.59481,-0.43913,367.77,1
5,-0.88151,9.5031,-1.8188,-0.00086123,0.086123,0.93853,-0.73131,0.60279,-0.43696,387.3,1
5,-0.85701,9.4913,-1.819,-0.16767,0.037458,0.84367,-0.74949,0.56886,-0.44348,406.83,1
5,-0.84506,9.5034,-1.8317,-0.0030099,0.30099,0.93857,-0.73333,0.58483,-0.4413,426.36,1
5,-0.85713,9.5034,-1.8193,0.014658,0.055145,0.8951,-0.76566,0.57884,-0.43478,445.89,1
5,-0.85701,9.4913,-1.819,0.12172,-0.0048819,0.92501,-0.75556,0.56088,-0.44565,465.42,1
5,-0.86932,9.5154,-1.8071,0.10743,-0.09705,0.93203,-0.74141,0.60479,-0.43478,484.95,1
5,-0.8692,9.5034,-1.8068,0.26198,-0.34293,0.74816,-0.75152,0.59681,-0.43696,504.49,1
5,-0.86896,9.4914,-1.7944,0.08025,-0.42047,0.85081,-0.73535,0.57485,-0.45217,524.02,1
5,-0.84482,9.5036,-1.8073,0.18534,-0.28306,0.67207,-0.73333,0.60679,-0.44565,543.55,1
5,-0.86908,9.4913,-1.8066,0.24173,0.16155,0.56373,-0.73535,0.59082,-0.43478,563.08,1
5,-0.89371,9.5152,-1.8066,0.27367,0.0090677,0.6331,-0.73131,0.57485,-0.44783,582.61,1
5,-0.8692,9.5155,-1.7949,0.35185,-0.20372,0.7648,-0.73333,0.60479,-0.44783,602.14,1
5,-0.89395,9.5149,-1.831,0.38211,-0.18809,0.7625,-0.74141,0.58283,-0.45,621.67,1
5,-0.85725,9.5154,-1.8195,0.36552,-0.050506,0.72355,-0.74343,0.55689,-0.45217,641.2,1
5,-0.85701,9.4913,-1.819,0.51897,-0.18573,0.86181,-0.73333,0.60479,-0.43261,660.74,1
5,-0.88163,9.503,-1.831,0.4895,-0.28104,0.56981,-0.74343,0.59481,-0.4413,680.27,1
5,-0.85689,9.5036,-1.7949,0.29178,-0.28054,0.81756,-0.73131,0.58483,-0.44783,699.8,1
5,-0.88163,9.503,-1.831,0.23309,-0.49569,0.84996,-0.74141,0.60279,-0.43043,719.33,1
5,-0.85701,9.4913,-1.819,0.76616,-0.56997,0.56397,-0.75354,0.55888,-0.43913,738.86,1
5,-0.85689,9.4914,-1.8068,0.8262,-0.49105,0.72097,-0.73333,0.58683,-0.45217,758.39,1
5,-0.88151,9.4909,-1.8307,0.5998,-0.66404,0.53224,-0.73939,0.60878,-0.44565,777.92,1
5,-0.89395,9.5149,-1.831,0.70485,-0.52289,0.72805,-0.74343,0.57086,-0.4413,797.45,1
5,-0.85701,9.5035,-1.8071,0.67979,-1.0589,0.87152,-0.73131,0.57285,-0.44348,816.99,1
5,-0.88175,9.5029,-1.8432,0.52404,-0.6929,0.79216,-0.75354,0.6008,-0.43478,836.52,1
5,-0.8692,9.4912,-1.8188,0.29699,-0.802,0.85386,-0.74545,0.56886,-0.43478,856.05,1
5,-0.89382,9.5029,-1.8307,0.31141,-0.72292,1.0726,-0.73737,0.6008,-0.44348,875.58,1
5,-0.86944,9.5153,-1.8193,0.59849,-0.53386,1.2728,-0.73737,0.59481,-0.4413,895.11,1
5,-0.85737,9.5153,-1.8317,0.44858,-0.75153,1.1441,-0.75758,0.55489,-0.44565,914.64,1
5,-0.84518,9.5154,-1.8319,0.50971,-0.78102,1.2037,-0.73131,0.5988,-0.44565,934.17,1
5,-0.83287,9.5035,-1.8319,0.67654,-0.73431,1.1038,-0.74949,0.55689,-0.44565,953.7,1
5,-0.85725,9.5154,-1.8195,0.2328,-0.46622,0.72797,-0.74343,0.55489,-0.44348,973.24,1
5,-0.85737,9.5031,-1.8436,0.52235,-0.52374,0.82536,-0.73535,0.59281,-0.44348,992.77,1
5,-0.84506,9.5155,-1.8198,0.57964,-0.16936,0.90321,-0.75354,0.60279,-0.43261,1012.3,1
5,-0.86932,9.5032,-1.819,0.45861,-0.23323,0.77759,-0.74747,0.57685,-0.44565,1031.8,1
5,-0.88163,9.4787,-1.8549,0.10699,-0.052836,0.74904,-0.73535,0.60279,-0.43261,1051.4,1
5,-0.94247,9.4904,-1.8295,-0.033577,0.31589,0.92376,-0.74545,0.60279,-0.4413,1070.9,1
5,-0.85701,9.5035,-1.8071,0.2151,-0.21768,1.0411,-0.72727,0.57485,-0.44348,1090.4,1
5,-0.90614,9.5148,-1.8307,0.30571,-0.15306,1.2728,-0.73737,0.60679,-0.4413,1110,1
5,-0.85713,9.5277,-1.7954,0.23321,-0.50699,1.2555,-0.74747,0.57285,-0.43913,1129.5,1
5,-0.82043,9.5038,-1.8078,0.67748,-0.82753,0.99035,-0.76566,0.54092,-0.45217,1149,1
5,-0.8208,9.5156,-1.8324,0.59791,-0.47581,0.93893,-0.73535,0.60279,-0.43913,1168.5,1
5,-0.86968,9.515,-1.8436,0.47536,-0.38795,0.63783,-0.75354,0.56687,-0.43696,1188.1,1
5,-0.88139,9.4911,-1.8185,0.49179,-0.5102,0.67571,-0.73737,0.57086,-0.44348,1207.6,1
5,-0.88163,9.5152,-1.819,0.7027,-0.30847,0.68314,-0.73131,0.59082,-0.42609,1227.1,1
5,-0.86956,9.4908,-1.8554,0.64249,-0.37056,0.6749,-0.74949,0.5988,-0.43913,1246.7,1
5,-0.85712,9.479,-1.8432,0.59749,-0.43294,0.6211,-0.73131,0.59481,-0.4413,1266.2,1
5,-0.85725,9.5032,-1.8315,0.38045,-0.022533,0.43613,-0.75152,0.55289,-0.43478,1285.7,1
5,-0.88175,9.5029,-1.8432,0.33467,-0.0064348,0.55678,-0.74747,0.57685,-0.4413,1305.3,1
5,-0.86956,9.503,-1.8434,0.54448,0.30444,0.73652,-0.73333,0.58283,-0.44783,1324.8,1
5,-0.88139,9.4911,-1.8185,0.31854,0.085591,0.56597,-0.75354,0.56088,-0.45,1344.3,1
5,-0.89382,9.5029,-1.8307,0.16951,-0.22111,0.74333,-0.74545,0.57485,-0.4413,1363.9,1
5,-0.91784,9.4665,-1.8295,0.15294,-0.084421,0.61448,-0.73333,0.57285,-0.44565,1383.4,1
5,-0.85713,9.5034,-1.8193,0.38272,-0.24944,0.76677,-0.74949,0.59082,-0.43261,1402.9,1
5,-0.86944,9.4788,-1.8551,0.3345,0.010101,0.67557,-0.74343,0.56886,-0.43913,1422.5,1
5,-0.86956,9.503,-1.8434,0.21193,0.099757,0.55425,-0.72929,0.60479,-0.44348,1442,1
5,-0.89394,9.4906,-1.8549,0.24295,0.040049,0.69213,-0.73939,0.58683,-0.43043,1461.5,1
5,-0.85761,9.515,-1.8561,0.12157,0.010455,0.92394,-0.73939,0.56088,-0.44348,1481,1
5,-0.91845,9.5267,-1.8307,0.10684,-0.0372,0.77794,-0.77576,0.54691,-0.45,1500.6,1
5,-0.84506,9.5034,-1.8317,0.50728,-0.53833,0.91694,-0.74343,0.59481,-0.4413,1520.1,1
5,-0.8692,9.4912,-1.8188,0.39946,-0.40222,0.82177,-0.74141,0.55888,-0.44565,1539.6,1
5,-0.84506,9.4912,-1.8437,0.64112,-0.23387,0.53046,-0.72727,0.6008,-0.43043,1559.2,1
5,-0.85737,9.4909,-1.8556,0.19964,-0.19254,0.50024,-0.74343,0.6008,-0.43696,1578.7,1
5,-0.86944,9.4909,-1.8432,0.14972,0.23676,0.50218,-0.74949,0.57086,-0.44783,1598.2,1
5,-0.86968,9.5029,-1.8556,0.4626,-0.63229,0.77538,-0.75556,0.54491,-0.43696,1617.8,1
5,-0.9182,9.4905,-1.8422,0.33649,-0.18853,0.76436,-0.76364,0.57086,-0.43913,1637.3,1
5,-0.85725,9.5032,-1.8315,0.32097,-0.1574,0.82277,-0.72727,0.57086,-0.44348,1656.8,1
5,-0.88187,9.5027,-1.8553,0.38425,-0.40236,0.82239,-0.73737,0.60878,-0.43696,1676.4,1
5,-0.857,9.4791,-1.831,0.094726,-0.34708,0.50027,-0.75152,0.56886,-0.43913,1695.9,1
5,-0.882,9.5148,-1.8556,0.17043,-0.31283,0.7797,-0.72727,0.58483,-0.44565,1715.4,1
5,-0.86932,9.4911,-1.831,0.1867,-0.41915,0.87644,-0.74747,0.58882,-0.43478,1735,1
5,-0.88187,9.4906,-1.8673,0.27288,0.088899,0.94238,-0.75354,0.55689,-0.45,1754.5,1
5,-0.88163,9.503,-1.831,0.21619,-0.32638,0.91375,-0.74141,0.56886,-0.44565,1774,1
5,-0.85701,9.4913,-1.819,0.42989,-0.40387,0.62577,-0.73535,0.6008,-0.4413,1793.5,1
5,-0.88175,9.5029,-1.8432,0.43002,-0.41651,0.89651,-0.74747,0.57485,-0.44565,1813.1,1
5,-0.85749,9.503,-1.8558,0.24769,-0.4342,0.84507,-0.73131,0.59481,-0.44783,1832.6,1
5,-0.88187,9.5027,-1.8553,0.41266,-0.20179,0.89717,-0.73333,0.6008,-0.43696,1852.1,1
5,-0.89382,9.5029,-1.8307,0.24492,-0.15783,0.85582,-0.74343,0.57086,-0.45,1871.7,1
5,-0.86944,9.5031,-1.8312,0.30864,-0.44581,1.1583,-0.72929,0.58084,-0.44565,1891.2,1
5,-0.88175,9.4907,-1.8551,0.26258,-0.40203,0.97716,-0.7596,0.57086,-0.44348,1910.7,1
5,-0.88151,9.4909,-1.8307,0.37041,-0.53904,0.98244,-0.74949,0.54291,-0.45217,1930.3,1
5,-0.88151,9.4909,-1.8307,0.44402,-0.29517,0.73753,-0.7596,0.54092,-0.45652,1949.8,1
5,-0.882,9.5148,-1.8556,0.29117,-0.21979,0.75336,-0.75354,0.60878,-0.4413,1969.3,1
5,-0.88187,9.5027,-1.8553,0.6268,-0.32259,0.88207,-0.74949,0.56886,-0.43913,1988.9,1
5,-0.84505,9.479,-1.8556,0.61484,-0.64751,0.63542,-0.73535,0.6008,-0.44783,2008.4,1
5,-0.85749,9.503,-1.8558,0.38426,-0.40356,0.70253,-0.73131,0.5988,-0.43478,2027.9,1
5,-0.86968,9.4907,-1.8675,0.15568,-0.35914,0.76854,-0.73737,0.56287,-0.45,2047.5,1
5,-0.91845,9.5024,-1.8546,0.36553,-0.050656,0.70857,-0.73535,0.6008,-0.43913,2067,1
5,-0.85701,9.4913,-1.819,0.48781,-0.11174,0.61799,-0.74545,0.58882,-0.4413,2086.5,1
5,-0.85725,9.4911,-1.8434,0.63989,-0.11058,0.58184,-0.74141,0.55888,-0.44565,2106,1
5,-0.9182,9.4783,-1.8541,0.36752,-0.24989,0.73742,-0.73737,0.6008,-0.42826,2125.6,1
5,-0.89406,9.4905,-1.867,0.56645,-0.37159,0.64803,-0.74747,0.6008,-0.43696,2145.1,1
5,-0.88163,9.4787,-1.8549,0.42516,0.069478,0.38293,-0.73333,0.58084,-0.44783,2164.6,1
5,-0.86956,9.503,-1.8434,0.27368,0.0084685,0.57317,-0.73333,0.60479,-0.43696,2184.2,1
5,-0.91845,9.4902,-1.8666,0.37801,0.22166,0.2992,-0.74747,0.5988,-0.43478,2203.7,1
5,-0.86956,9.4908,-1.8554,0.28611,0.28588,0.67319,-0.73737,0.57685,-0.44565,2223.2,1
5,-0.90613,9.4905,-1.8546,0.25754,0.10139,0.67226,-0.76768,0.50299,-0.45435,2242.8,1
5,-0.86944,9.5031,-1.8312,0.53111,0.12055,0.77991,-0.74949,0.57285,-0.43913,2262.3,1
5,-0.88187,9.5027,-1.8553,0.19823,-0.051512,0.79028,-0.73737,0.56687,-0.44565,2281.8,1
5,-0.88163,9.4908,-1.8429,0.50222,-0.031909,0.91168,-0.73535,0.59681,-0.43696,2301.4,1
5,-0.88163,9.4908,-1.8429,0.15397,-0.18774,1.0265,-0.74343,0.56088,-0.43478,2320.9,1
5,-0.88175,9.5029,-1.8432,0.25707,0.14845,0.77393,-0.73939,0.6008,-0.44348,2340.4,1
5,-0.86968,9.5029,-1.8556,0.23064,-0.25045,0.8179,-0.74545,0.53493,-0.45,2360,1
5,-0.88175,9.5029,-1.8432,0.15261,-0.0518,0.80712,-0.74545,0.55289,-0.43913,2379.5,1
5,-0.89406,9.4905,-1.867,0.25935,-0.079954,0.95474,-0.73131,0.5988,-0.44565,2399,1
5,-0.86944,9.4909,-1.8432,0.12128,0.039631,0.77198,-0.73131,0.59481,-0.4413,2418.5,1
5,-0.84494,9.4913,-1.8315,0.091597,-0.0342,1.0932,-0.74545,0.57285,-0.45,2438.1,1
5,-0.88151,9.4909,-1.8307,0.48916,-0.24632,0.97219,-0.73131,0.58683,-0.45217,2457.6,1
5,-0.90589,9.4907,-1.8302,0.41266,-0.20104,0.97208,-0.74747,0.5988,-0.43696,2477.1,1
5,-0.86944,9.4909,-1.8432,0.38685,-0.66189,0.96039,-0.75556,0.55888,-0.4413,2496.7,1
5,-0.85773,9.5027,-1.8802,0.24908,-0.57373,0.70486,-0.73939,0.60679,-0.43696,2516.2,1
5,-0.8937,9.4787,-1.8424,0.401,-0.55589,0.80248,-0.75152,0.58483,-0.43913,2535.7,1
5,-0.88163,9.503,-1.831,0.20239,-0.46756,0.62433,-0.73131,0.57685,-0.44348,2555.3,1
5,-0.9182,9.4905,-1.8422,0.43033,-0.44764,0.8537,-0.73535,0.60679,-0.44348,2574.8,1
5,-0.89419,9.5025,-1.8673,0.62972,-0.6143,0.87238,-0.74343,0.58084,-0.43913,2594.3,1
5,-0.86944,9.4909,-1.8432,0.26139,-0.28308,0.59407,-0.73737,0.57086,-0.45652,2613.9,1
5,-0.88163,9.4787,-1.8549,0.45571,0.05653,0.59251,-0.73333,0.6008,-0.4413,2633.4,1
5,-0.88139,9.4789,-1.8305,0.080407,-0.4361,0.82191,-0.75354,0.56687,-0.44348,2652.9,1
5,-0.84518,9.5032,-1.8439,0.23447,-0.63373,0.85957,-0.74141,0.55888,-0.44348,2672.5,1
5,-0.89394,9.5028,-1.8429,0.33866,-0.40565,0.53959,-0.74141,0.59681,-0.43696,2692,1
5,-0.89382,9.4907,-1.8427,0.29486,-0.58863,0.70407,-0.74747,0.59481,-0.43913,2711.5,1
5,-0.88139,9.4789,-1.8305,0.33914,-0.4536,0.34802,-0.73535,0.58283,-0.44565,2731,1
5,-0.88199,9.5026,-1.8675,0.04897,-0.33428,0.29131,-0.73535,0.6008,-0.43696,2750.6,1
5,-0.90601,9.4906,-1.8424,0.0319,-0.14813,0.50385,-0.74949,0.55888,-0.43696,2770.1,1
5,-0.89358,9.4788,-1.8302,0.22836,-0.022643,0.57716,-0.73333,0.57086,-0.44565,2789.6,1
5,-0.9182,9.4783,-1.8541,0.15461,-0.25208,0.7311,-0.73939,0.5988,-0.44565,2809.2,1
